Date,Probe,Type,Value
2020-08-17T00:00:00Z,Tmp-17,Temp,13.3
2020-08-17T00:00:00Z,pH-17,pH,7.99
2020-08-17T00:00:00Z,Salt17,Cond,38.5
2020-08-17T00:00:00Z,S18FLW,gph,0
2020-08-17T00:00:00Z,N18FLW,gph,30.1
2020-08-17T00:00:00Z,D18FLW,gph,0
2020-08-17T00:00:00Z,HEATER-17A,Amps,1.7
2020-08-17T00:00:00Z,PWRHD-17A,Amps,0
2020-08-17T00:00:00Z,SOL-TNK-17A,Amps,0
2020-08-17T00:00:00Z,LIGHT-TNK-17,Amps,0
2020-08-17T00:00:00Z,HEATER-19A,Amps,0
2020-08-17T00:00:00Z,PWRHD-19A,Amps,0
2020-08-17T00:00:00Z,SOL-TNK-19A,Amps,0
2020-08-17T00:00:00Z,LIGHT-TNK-19,Amps,0
2020-08-17T00:00:00Z,HEATER-17W,pwr,209
2020-08-17T00:00:00Z,PWRHD-17W,pwr,4
2020-08-17T00:00:00Z,SOL-TNK-17W,pwr,0
2020-08-17T00:00:00Z,LIGHT-TNK-17,pwr,0
2020-08-17T00:00:00Z,HEATER-19W,pwr,0
2020-08-17T00:00:00Z,PWRHD-19W,pwr,3
2020-08-17T00:00:00Z,SOL-TNK-19W,pwr,0
2020-08-17T00:00:00Z,LIGHT-TNK-19,pwr,0
2020-08-17T00:00:00Z,Volt_3,volts,118
2020-08-17T00:00:00Z,HEATER-18A,Amps,0
2020-08-17T00:00:00Z,PWRHD-18A,Amps,0
2020-08-17T00:00:00Z,SOL-TNK-18A,Amps,0
2020-08-17T00:00:00Z,LIGHT-TNK-18,Amps,0
2020-08-17T00:00:00Z,HEATER-20A,Amps,0
2020-08-17T00:00:00Z,PWRHD-20A,Amps,0
2020-08-17T00:00:00Z,SOL-TNK-20A,Amps,0
2020-08-17T00:00:00Z,LIGHT-TNK-20,Amps,0
2020-08-17T00:00:00Z,HEATER-18W,pwr,0
2020-08-17T00:00:00Z,PWRHD-18W,pwr,3
2020-08-17T00:00:00Z,SOL-TNK-18W,pwr,0
2020-08-17T00:00:00Z,LIGHT-TNK-18,pwr,0
2020-08-17T00:00:00Z,HEATER-20W,pwr,0
2020-08-17T00:00:00Z,PWRHD-20W,pwr,3
2020-08-17T00:00:00Z,SOL-TNK-20W,pwr,0
2020-08-17T00:00:00Z,LIGHT-TNK-20,pwr,0
2020-08-17T00:00:00Z,Volt_4,volts,118
2020-08-17T00:00:00Z,Tmp-18,Temp,14.5
2020-08-17T00:00:00Z,pH-18,pH,7.94
2020-08-17T00:00:00Z,Tmp-19,Temp,13.5
2020-08-17T00:00:00Z,pH-19,pH,7.95
2020-08-17T00:00:00Z,Tmp-20,Temp,14.5
2020-08-17T00:00:00Z,pH-20,pH,7.93
2020-08-17T00:00:00Z,S17FLW,gph,0
2020-08-17T00:00:00Z,N17FLW,gph,30.3
2020-08-17T00:00:00Z,D17FLW,gph,0
2020-08-17T00:00:00Z,S19FLW,gph,0
2020-08-17T00:00:00Z,N19FLW,gph,27.4
2020-08-17T00:00:00Z,D19FLW,gph,0
2020-08-17T00:00:00Z,S20FLW,gph,0
2020-08-17T00:00:00Z,N20FLW,gph,30.4
2020-08-17T00:00:00Z,D20FLW,gph,0
2020-08-17T00:10:00Z,Tmp-17,Temp,13.5
2020-08-17T00:10:00Z,pH-17,pH,7.99
2020-08-17T00:10:00Z,Salt17,Cond,38.5
2020-08-17T00:10:00Z,S18FLW,gph,0
2020-08-17T00:10:00Z,N18FLW,gph,30.3
2020-08-17T00:10:00Z,D18FLW,gph,0
2020-08-17T00:10:00Z,HEATER-17A,Amps,0
2020-08-17T00:10:00Z,PWRHD-17A,Amps,0
2020-08-17T00:10:00Z,SOL-TNK-17A,Amps,0
2020-08-17T00:10:00Z,LIGHT-TNK-17,Amps,0
2020-08-17T00:10:00Z,HEATER-19A,Amps,0
2020-08-17T00:10:00Z,PWRHD-19A,Amps,0
2020-08-17T00:10:00Z,SOL-TNK-19A,Amps,0
2020-08-17T00:10:00Z,LIGHT-TNK-19,Amps,0
2020-08-17T00:10:00Z,HEATER-17W,pwr,0
2020-08-17T00:10:00Z,PWRHD-17W,pwr,3
2020-08-17T00:10:00Z,SOL-TNK-17W,pwr,0
2020-08-17T00:10:00Z,LIGHT-TNK-17,pwr,0
2020-08-17T00:10:00Z,HEATER-19W,pwr,0
2020-08-17T00:10:00Z,PWRHD-19W,pwr,3
2020-08-17T00:10:00Z,SOL-TNK-19W,pwr,0
2020-08-17T00:10:00Z,LIGHT-TNK-19,pwr,0
2020-08-17T00:10:00Z,Volt_3,volts,118
2020-08-17T00:10:00Z,HEATER-18A,Amps,1.6
2020-08-17T00:10:00Z,PWRHD-18A,Amps,0
2020-08-17T00:10:00Z,SOL-TNK-18A,Amps,0
2020-08-17T00:10:00Z,LIGHT-TNK-18,Amps,0
2020-08-17T00:10:00Z,HEATER-20A,Amps,0
2020-08-17T00:10:00Z,PWRHD-20A,Amps,0
2020-08-17T00:10:00Z,SOL-TNK-20A,Amps,0
2020-08-17T00:10:00Z,LIGHT-TNK-20,Amps,0
2020-08-17T00:10:00Z,HEATER-18W,pwr,198
2020-08-17T00:10:00Z,PWRHD-18W,pwr,3
2020-08-17T00:10:00Z,SOL-TNK-18W,pwr,0
